graph_source,init_strategy,graphname,optimal_expectation,optimal_parameters,optimal_gamma,optimal_beta,initial_parameters,initial_gamma,initial_beta,num_layers,num_qubits,num_interactions,sim_time,n_restarts,mean_n_obj_calls,gamma_std_across_restarts,beta_std_across_restarts,graph_id,model
known,static_conjecture,gnm_297,33.34788475823336,"[2.02891998823856, 2.9816286560548124, 2.3092898957969847, 2.2854980859517893, 2.604598748711056, 1.028259689970903, 2.5589328780675693, 1.3581551152172566, 1.6287804837117175, 1.140207835915088]",2.02891998823856,1.028259689970903,"[2.4051125  2.4051125  2.4051125  2.4051125  2.4051125  0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.4051125030154106,0.8620742360644783,5,12,64,11.097248554229736,1,942.0,0.0,0.0,297,gnm
known,static_conjecture,barabasi_298,10.799407587760799,"[-0.16571445919048788, -0.2675443702576096, 2.762205977357277, 2.683916660728052, 0.5521017321536786, 2.025219805595796, 1.9001320362175302, 2.1193597067643615, 1.7961601465177077, 1.290175471255174]",-0.16571445919048788,2.025219805595796,"[1.56055227 1.56055227 1.56055227 1.56055227 1.56055227 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5605522682445758,0.8620742360644783,5,13,12,8.304895877838135,1,2624.0,0.0,0.0,298,barabasi
known,static_conjecture,gnm_299,8.12338050188805,"[2.7386245316159954, 1.8113475192459394, 1.7512808791405228, 1.6852715433376724, 1.8016511872072218, 0.7968195869465879, 2.844932739284142, 2.490115236346867, 1.9231625160517036, 0.3976417006848525]",2.7386245316159954,0.7968195869465879,"[1.85651061 1.85651061 1.85651061 1.85651061 1.85651061 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.8565106125091821,0.8620742360644783,5,8,13,0.6559116840362549,1,1108.0,0.0,0.0,299,gnm
known,static_conjecture,watts_300,6.000010775487291,"[1.8735349332340998, -0.37638028619859604, 3.0638891818133223, 2.255717224148614, 1.2744645759263484, 0.3412989597188763, 2.6696545974062404, 0.9963102149391232, 2.168600124724791, 0.7481214923792594]",1.8735349332340998,0.3412989597188763,"[1.48238815 1.48238815 1.48238815 1.48238815 1.48238815 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.482388147566719,0.8620742360644783,5,7,7,3.0341954231262207,1,1157.0,0.0,0.0,300,watts
known,static_conjecture,barabasi_301,12.859913159806297,"[1.731499241527969, 2.7246318106701795, 1.552702231683023, 2.7665819840995742, 1.5776172935083315, 1.322364440819614, 2.240526452453647, 2.6992242030178057, 2.3734789419263285, 0.809274480940098]",1.731499241527969,1.322364440819614,"[1.63064076 1.63064076 1.63064076 1.63064076 1.63064076 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.6306407553274722,0.8620742360644783,5,12,20,4.693995952606201,1,1104.0,0.0,0.0,301,barabasi
known,static_conjecture,gnm_302,11.655688404386126,"[2.805219641353629, 1.6681126875707126, 2.347947470594664, 1.9208005794491525, 2.784762218191302, 1.103549359891431, 2.3416263245294244, 0.8975134908823023, 1.5669163497428062, 0.6979125031711524]",2.805219641353629,1.103549359891431,"[1.96365347 1.96365347 1.96365347 1.96365347 1.96365347 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.9636534696520394,0.8620742360644783,5,9,17,3.899825096130371,1,1084.0,0.0,0.0,302,gnm
known,static_conjecture,barabasi_303,4.6213215006459905,"[2.854728051682172, 2.5933896280149824, 2.541582007870095, 3.1284415288286973, 0.7085919249863006, 0.5699568726711879, 2.1103908138218737, 0.2019238902782305, 3.125761638600082, 1.3866187593750672]",2.854728051682172,0.5699568726711879,"[2.28139837 2.28139837 2.28139837 2.28139837 2.28139837 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.281398371365477,0.8620742360644783,5,6,5,5.961953639984131,1,1875.0,0.0,0.0,303,barabasi
known,static_conjecture,watts_304,16.0023577348319,"[2.770552928932468, 1.949432525120874, 1.9178803931359707, 2.099097676669974, 2.028813862323006, -2.4003361803238503, 3.0679131613176462, 1.4329862053640827, 2.02145716748571, 1.1073303008462752]",2.770552928932468,-2.4003361803238503,"[1.57079633 1.57079633 1.57079633 1.57079633 1.57079633 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5707963267948966,0.8620742360644783,5,18,18,2.569993019104004,1,732.0,0.0,0.0,304,watts
known,static_conjecture,gnm_305,11.36738237850659,"[1.8817499436267386, 1.347850233949302, 1.778737790871892, 1.857374622932888, 3.0862295495274417, 1.3452168632276416, 2.7625392760814895, 2.3309922382872523, 2.415358281886359, 0.4609664854515907]",1.8817499436267386,1.3452168632276416,"[1.82079633 1.82079633 1.82079633 1.82079633 1.82079633 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.8207963267948966,0.8620742360644783,5,7,19,4.102850675582886,1,1567.0,0.0,0.0,305,gnm
known,static_conjecture,gnm_306,24.956088421904873,"[2.968088168730561, 2.8385749999761347, 3.1216045790483316, 2.466598496209415, 1.9781890493742358, 0.44493328668251175, 3.1415579261513322, 0.2724231146992503, 3.141592653589793, 1.6037219322250236]",2.968088168730561,0.44493328668251175,"[2.27727355 2.27727355 2.27727355 2.27727355 2.27727355 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.277273550232918,0.8620742360644783,5,18,37,5.217688798904419,1,957.0,0.0,0.0,306,gnm
known,static_conjecture,watts_307,12.94435749807976,"[2.0721636403128962, 1.5819706135740577, 3.1415776550500976, 2.899625680206622, 1.6932169512830848, 0.04568355223919829, 2.7910946700292647, 0.6955262032867195, 2.406936112710957, 1.4877192978025204]",2.0721636403128962,0.04568355223919829,"[1.57079633 1.57079633 1.57079633 1.57079633 1.57079633 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5707963267948966,0.8620742360644783,5,16,16,7.0772316455841064,1,1979.0,0.0,0.0,307,watts
known,static_conjecture,watts_308,12.015279698462166,"[1.80537861007251, 2.775375869539629, 1.3470493679091482, 1.2272039021458865, 2.018568717237488, 1.4651847009662755, 3.110088925745898, 2.701841626948508, 1.6158840948744764, 0.7764746319149586]",1.80537861007251,1.4651847009662755,"[1.63924033 1.63924033 1.63924033 1.63924033 1.63924033 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.6392403283850654,0.8620742360644783,5,9,18,4.083502769470215,1,1291.0,0.0,0.0,308,watts
known,static_conjecture,regular_309,11.40169411905245,"[1.397521117509645, 1.2143093015795439, 2.6684336251148038, 2.6838930123585416, 3.1072522927436603, 1.0361575862369992, 1.9203724599911491, 1.8316467252505206, 1.2728240835831046, 0.44369154708602043]",1.397521117509645,1.0361575862369992,"[1.35020243 1.35020243 1.35020243 1.35020243 1.35020243 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.3502024291497978,0.8620742360644783,5,10,15,5.876294851303101,1,1831.0,0.0,0.0,309,regular
known,static_conjecture,gnm_310,31.516415625802438,"[2.3546313872763927, 2.61359998024395, 2.3998312224340985, 2.325111431673106, 2.4649660794776476, 0.9225654629750233, 1.6509133570010615, 1.6180159383988326, 1.4915874290769686, 0.5324490864859761]",2.3546313872763927,0.9225654629750233,"[2.35451802 2.35451802 2.35451802 2.35451802 2.35451802 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.354518015719646,0.8620742360644783,5,12,60,8.242408514022827,1,775.0,0.0,0.0,310,gnm
known,static_conjecture,regular_311,15.024977014574631,"[1.939728885902348, 2.4820251520106194, 1.7369845853965227, 2.4296810453420115, 1.7225811633996417, 1.6647475936904597, 2.111123387797532, 1.1919665142408078, 1.243986589309997, 0.9429503624152573]",1.939728885902348,1.6647475936904597,"[2.09196429 2.09196429 2.09196429 2.09196429 2.09196429 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.091964285714286,0.8620742360644783,5,12,18,6.888002157211304,1,2407.0,0.0,0.0,311,regular
known,static_conjecture,gnm_312,40.031874967865676,"[2.7804186227074337, 2.276712663705485, 2.769087355427884, 2.1189463177113153, 2.2864241947592863, 0.9545490895543726, 2.5378384248359604, 2.343372441010052, 2.208988097456756, 0.8318340549737331]",2.7804186227074337,0.9545490895543726,"[2.24680432 2.24680432 2.24680432 2.24680432 2.24680432 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.2468043214617266,0.8620742360644783,5,20,80,10.926997423171997,1,502.0,0.0,0.0,312,gnm
known,static_conjecture,gnm_313,31.139112053382,"[2.56439498066221, 2.5184772970008646, 2.4113228646747524, 2.6345484635264, 0.6174673348788926, 1.5059362479781209, 2.944228383054159, 2.815725233207571, 1.6230767745093644, 0.674472259594467]",2.56439498066221,1.5059362479781209,"[2.24823179 2.24823179 2.24823179 2.24823179 2.24823179 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.248231786530492,0.8620742360644783,5,18,60,11.458595991134644,1,885.0,0.0,0.0,313,gnm
known,static_conjecture,gnm_314,44.05726393727805,"[2.3357722107167085, 2.923463285230614, 2.337246733046231, 2.914953785416754, 2.32125851688913, 0.8254305226422786, 2.8062277340450095, 2.593570058594071, 2.3933279681671245, 0.6968462350385449]",2.3357722107167085,0.8254305226422786,"[2.32203687 2.32203687 2.32203687 2.32203687 2.32203687 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.3220368730687193,0.8620742360644783,5,17,88,7.883685350418091,1,522.0,0.0,0.0,314,gnm
known,static_conjecture,watts_315,7.949281806794971,"[0.5179474136479489, 2.293804335410107, 1.9186338502757372, 2.896857212202246, 0.9328084336549461, 1.4481696155900596, 2.070605300241241, -0.008308150281681572, 1.6180112981062347, 0.2931759894177628]",0.5179474136479489,1.4481696155900596,"[1.47857312 1.47857312 1.47857312 1.47857312 1.47857312 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.4785731244064577,0.8620742360644783,5,9,9,2.9956436157226562,1,1339.0,0.0,0.0,315,watts
known,static_conjecture,regular_316,5.999981635703588,"[3.1399089024652618, 1.945284495231831, 2.759157538312624, 2.5330439699630505, 1.6353266559442339, 0.8796578394317112, 2.2407552417738668, 1.880995741183982, 1.7937335456722674, 0.9463736072528851]",3.1399089024652618,0.8796578394317112,"[1.56614833 1.56614833 1.56614833 1.56614833 1.56614833 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5661483253588515,0.8620742360644783,5,7,7,2.1530041694641113,1,801.0,0.0,0.0,316,regular
known,static_conjecture,barabasi_317,8.02579188500957,"[1.8044335789372004, 2.04419166048314, 1.5734785279221981, 2.5527968356867925, 0.5805635182872653, 1.1508076102045268, 2.804820152354118, 0.7183606706002379, 1.566652583609807, 1.2183258607834957]",1.8044335789372004,1.1508076102045268,"[1.55371901 1.55371901 1.55371901 1.55371901 1.55371901 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5537190082644627,0.8620742360644783,5,11,10,2.765479803085327,1,857.0,0.0,0.0,317,barabasi
known,static_conjecture,gnm_318,42.08833626170492,"[2.358403499435419, 2.9612073030456108, 2.4076802380061832, 2.396171787636317, 2.3804981129979597, 0.8019248291279288, 2.7126220536002545, 2.453348701328674, 2.4271351710807525, 0.8687017861347556]",2.358403499435419,0.8019248291279288,"[2.37710715 2.37710715 2.37710715 2.37710715 2.37710715 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.377107153798028,0.8620742360644783,5,16,84,8.67497706413269,1,478.0,0.0,0.0,318,gnm
known,static_conjecture,watts_319,15.253738246941207,"[2.689751985120276, 0.07621954544121332, 0.17157698190402235, 3.118764433935869, 2.448469495605139, -0.3387142227329473, 3.0981511119607403, 3.085103976524737, 2.5996919721450205, 1.8415200165492298]",2.689751985120276,-0.3387142227329473,"[1.57079633 1.57079633 1.57079633 1.57079633 1.57079633 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5707963267948966,0.8620742360644783,5,18,18,5.931802988052368,1,1482.0,0.0,0.0,319,watts
known,static_conjecture,regular_320,6.0000043414611675,"[3.140956487668653, 0.8799398350249836, 3.0901151030132947, 2.975007779678708, 2.106190031694877, 0.9960002156228882, 2.7253043248289304, 1.4032856488329577, 1.8344380772119133, 0.6932372109025932]",3.140956487668653,0.9960002156228882,"[1.56614833 1.56614833 1.56614833 1.56614833 1.56614833 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5661483253588515,0.8620742360644783,5,7,7,0.8057632446289062,1,620.0,0.0,0.0,320,regular
known,static_conjecture,gnm_321,15.870180448588599,"[2.9280383797979783, 2.033264129595437, 1.8065537206466884, 1.7877275521211224, 1.7491708899276777, 0.8923053146148573, 2.8422555548516426, 2.465837317504474, 1.9511661862179412, 0.2378473669013335]",2.9280383797979783,0.8923053146148573,"[1.96365347 1.96365347 1.96365347 1.96365347 1.96365347 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.9636534696520394,0.8620742360644783,5,9,29,7.5200676918029785,1,2174.0,0.0,0.0,321,gnm
known,static_conjecture,watts_322,13.177957107859141,"[2.748041933440767, 1.725523953561854, 1.9666228244063975, 1.5083342753269422, 2.3726917905443763, -1.8347380158219697, 2.3192264555121733, 2.336888013380484, 2.009084242921512, 1.3123023231307986]",2.748041933440767,-1.8347380158219697,"[1.57079633 1.57079633 1.57079633 1.57079633 1.57079633 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5707963267948966,0.8620742360644783,5,16,16,4.650499582290649,1,1264.0,0.0,0.0,322,watts
known,static_conjecture,regular_323,6.000008039349131,"[3.1411321194734168, 0.8814454668406639, 3.091039720528541, 2.9736316499777224, 2.10512861385918, 1.0057127538780908, 2.7423979584923672, 1.3841946205658195, 1.836222907170398, 0.6927214976164395]",3.1411321194734168,1.0057127538780908,"[1.56614833 1.56614833 1.56614833 1.56614833 1.56614833 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5661483253588515,0.8620742360644783,5,7,7,1.5424995422363281,1,819.0,0.0,0.0,323,regular
known,static_conjecture,gnm_324,58.25584114456492,"[2.9629814887462587, 1.6035971797004358, 2.6919657405448776, 2.3337474287020292, 2.377687353915202, 1.0980868094870317, 2.3328545535664578, 2.3576396807245072, 1.572240173288431, 0.7892003366923591]",2.9629814887462587,1.0980868094870317,"[2.29833726 2.29833726 2.29833726 2.29833726 2.29833726 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.298337263693809,0.8620742360644783,5,19,102,20.613733530044556,1,885.0,0.0,0.0,324,gnm
known,static_conjecture,watts_325,11.299015815641079,"[1.5299682405216857, 0.610938047318462, 1.228154167226827, 2.481447509919045, 1.1388701087683422, 1.109712722086519, 3.1415127120911848, 1.1629159217172267, 1.6815368608727161, 1.3465063791537761]",1.5299682405216857,1.109712722086519,"[1.54166667 1.54166667 1.54166667 1.54166667 1.54166667 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.541666666666667,0.8620742360644783,5,14,14,1.4204308986663818,1,1180.0,0.0,0.0,325,watts
known,static_conjecture,gnm_326,34.02859391367103,"[1.754325065304111, 2.2495966639225324, 2.4249959731980324, 2.2147825673815973, 2.3547165752602224, 1.596171798049069, 1.5698053925286983, 1.31570177845679, 1.600102920655219, 1.5204395859690012]",1.754325065304111,1.596171798049069,"[2.23988211 2.23988211 2.23988211 2.23988211 2.23988211 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.2398821080456344,0.8620742360644783,5,14,61,7.997629404067993,1,704.0,0.0,0.0,326,gnm
known,static_conjecture,watts_327,7.9220681284971,"[1.5459053757277408, 2.1063167584883002, 2.2672659520551424, 2.6109868091524877, 1.1814556799299778, 0.7421261071926233, 1.8816465007391976, 1.5659959221761512, 1.5727565671634158, 0.8820673528264316]",1.5459053757277408,0.7421261071926233,"[1.46995192 1.46995192 1.46995192 1.46995192 1.46995192 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.4699519230769231,0.8620742360644783,5,10,10,2.84506893157959,1,1295.0,0.0,0.0,327,watts
known,static_conjecture,barabasi_328,8.598791559466326,"[1.7175121348205824, 2.218356483520928, 1.5694004342422954, 3.133000215750962, 3.1113328611620448, 1.2282093628222872, 2.7422921210139237, 1.7219531655310685, 1.8912784021506313, 1.4972025986840287]",1.7175121348205824,1.2282093628222872,"[2.22437983 2.22437983 2.22437983 2.22437983 2.22437983 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.2243798306956206,0.8620742360644783,5,10,9,2.186408042907715,1,1022.0,0.0,0.0,328,barabasi
known,static_conjecture,watts_329,5.440485418512253,"[0.5558506057130286, 2.248102021072036, 1.4805694435571082, 2.547560908754117, 1.7220254271254465, 1.451519984442474, 2.0872149596571896, 0.07318783083992132, 1.6145633260784804, 0.28122744083467244]",0.5558506057130286,1.451519984442474,"[1.46995192 1.46995192 1.46995192 1.46995192 1.46995192 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.4699519230769231,0.8620742360644783,5,6,6,3.761152982711792,1,1246.0,0.0,0.0,329,watts
known,static_conjecture,barabasi_330,21.881933087939117,"[1.3618918782286533, 2.0193689633821874, 1.470873183393576, 2.7376674231076326, 1.5334008494568123, 0.021246720634439255, 2.916463502035473, 1.6063931147624295, 1.6009223849679213, 0.2527765614451774]",1.3618918782286533,0.021246720634439255,"[1.56141975 1.56141975 1.56141975 1.56141975 1.56141975 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5614197530864198,0.8620742360644783,5,18,32,6.302556037902832,1,724.0,0.0,0.0,330,barabasi
known,static_conjecture,watts_331,10.723621568366525,"[1.5919525510907517, 2.932310541921219, 1.5849702318313077, 2.760198959518331, 1.1331047466754811, 0.686346644177033, 3.13193453512545, 2.029766324213189, 1.847089056103981, 1.6053772103846258]",1.5919525510907517,0.686346644177033,"[1.53033274 1.53033274 1.53033274 1.53033274 1.53033274 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5303327429149798,0.8620742360644783,5,8,16,4.743207931518555,1,1092.0,0.0,0.0,331,watts
known,static_conjecture,watts_332,17.4207502067392,"[1.5854130527573518, 3.140207709618248, 1.9004064006597459, 3.025073396008003, 1.1030183444153319, -0.16593803418262798, 3.1333838836671766, 1.9290653928794483, 2.417445296839329, 1.5588108203127289]",1.5854130527573518,-0.16593803418262798,"[1.54166667 1.54166667 1.54166667 1.54166667 1.54166667 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.541666666666667,0.8620742360644783,5,13,26,12.496418952941895,1,1605.0,0.0,0.0,332,watts
known,static_conjecture,regular_333,14.06310472524775,"[3.067600821773334, 0.9591907236379311, 3.139371301004844, 2.3736844170596862, 1.2689625394145019, 0.29488572141790304, 3.0333213490844804, 1.945969278099434, 2.4506554351331093, 0.5375346694343799]",3.067600821773334,0.29488572141790304,"[3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",3.141592653589793,0.8620742360644783,5,16,16,9.639414310455322,1,1483.0,0.0,0.0,333,regular
known,static_conjecture,watts_334,26.494948827963814,"[2.956764159001881, 2.7196552484172907, 1.6447764787318917, 1.57295869167725, 1.572851792126089, 0.4972384143364258, 2.658404470105351, 2.532923866157114, 2.343002103316792, 0.5911591267860181]",2.956764159001881,0.4972384143364258,"[1.78522594 1.78522594 1.78522594 1.78522594 1.78522594 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.7852259415015195,0.8620742360644783,5,19,38,7.872259140014648,1,1069.0,0.0,0.0,334,watts
